Species	te	present_in
D.mel.Iso1.fa	TC1-2	49
D.mel.Iso1.fa	INE1	49
D.mel.Iso1.fa	DME487856	49
D.mel.Iso1.fa	TRANSIB4	49
D.mel.Iso1.fa	G4_DM	49
D.mel.Iso1.fa	ROOA_LTR	48
D.mel.Iso1.fa	OSV	49
D.mel.Iso1.fa	GYPSY11	48
D.mel.Iso1.fa	DOC4	49
D.mel.Iso1.fa	GYPSY9	25
D.mel.Iso1.fa	TRANSIB1	49
D.mel.Iso1.fa	G3	48
D.mel.Iso1.fa	TRANSIB2	49
D.mel.Iso1.fa	R1-2	49
D.mel.Iso1.fa	DMTN1731	49
D.mel.Iso1.fa	RT1C	49
D.mel.Iso1.fa	S2	49
D.mel.Iso1.fa	G5A	49
D.mel.Iso1.fa	DMREPG	49
D.mel.Iso1.fa	DME010298	49
D.mel.Iso1.fa	DMBARI1	49
D.mel.Iso1.fa	DMRER2DM	49
D.mel.Iso1.fa	HELITRON1_DM	49
D.mel.Iso1.fa	BAGGINS	49
D.mel.Iso1.fa	DM88	49
D.mel.Iso1.fa	TC1	49
D.mel.Iso1.fa	TRANSIB3	49
D.mel.Iso1.fa	INVADER5	48
D.mel.Iso1.fa	JUAN	49
D.mel.Iso1.fa	MARINER2	49
D.mel.Iso1.fa	DMW1DOC	49
D.mel.Iso1.fa	INVADER2	49
D.mel.JUT008.fa	DM14101	28
D.mel.JUT008.fa	DM06920	49
D.mel.JUT008.fa	AY561850	33
D.mel.JUT008.fa	TAHRE	49
D.mel.JUT008.fa	FB	13
D.mel.JUT008.fa	BS	49
D.mel.JUT008.fa	DMTNFB	49
D.mel.JUT008.fa	DMTRDNA	49
D.mel.JUT008.fa	DMBARI1	49
D.mel.JUT008.fa	TABOR	49
D.mel.JUT008.fa	GTWIN	49
D.mel.JUT008.fa	STALKER3	49
D.mel.JUT008.fa	DMIS176	49
D.mel.JUT008.fa	STALKER4	49
D.mel.JUT008.fa	INVADER5	48
D.mel.JUT008.fa	TRANSIB3	49
D.mel.JUT008.fa	TC1	49
D.mel.JUT008.fa	DM88	49
D.mel.JUT008.fa	BAGGINS	49
D.mel.JUT008.fa	HELITRON1_DM	49
D.mel.JUT008.fa	DMAURA	49
D.mel.JUT008.fa	ACCORD	49
D.mel.JUT008.fa	OPUS	49
D.mel.JUT008.fa	CIRC	49
D.mel.JUT008.fa	DMDM11	49
D.mel.JUT008.fa	INVADER	49
D.mel.JUT008.fa	DMREPG	49
D.mel.JUT008.fa	DME010298	49
D.mel.JUT008.fa	DMPOGOR11	49
D.mel.JUT008.fa	AF222049	49
D.mel.JUT008.fa	DMW1DOC	49
D.mel.JUT008.fa	ROVER	49
D.mel.JUT008.fa	412	49
D.mel.JUT008.fa	MARINER2	49
D.mel.JUT008.fa	FROGGER	49
D.mel.JUT008.fa	G6_DM	49
D.mel.JUT008.fa	Q	5
D.mel.JUT008.fa	INVADER3	49
D.mel.JUT008.fa	DMZAM	47
D.mel.JUT008.fa	DMTN1731	49
D.mel.JUT008.fa	GYPSY6	49
D.mel.JUT008.fa	DIVER2	49
D.mel.JUT008.fa	DOC2	49
D.mel.JUT008.fa	GYPSY8	42
D.mel.JUT008.fa	GYPSY7	48
D.mel.JUT008.fa	G7	48
D.mel.JUT008.fa	DOC5	49
D.mel.JUT008.fa	GYPSY10	49
D.mel.JUT008.fa	QBERT	48
D.mel.JUT008.fa	G5_DM	49
D.mel.JUT008.fa	GYPSY3	47
D.mel.JUT008.fa	DMU89994	49
D.mel.JUT008.fa	QUASIMODO	49
D.mel.JUT008.fa	ROOA_LTR	48
D.mel.JUT008.fa	INVADER6	49
D.mel.JUT008.fa	LOOPER1_DM	48
D.mel.JUT008.fa	GYPSY12	49
D.mel.JUT008.fa	TIRANT	42
D.mel.JUT008.fa	SPRINGER	49
D.mel.JUT008.fa	DMHFL1	41
D.mel.JUT008.fa	DMCOPIA	49
D.mel.JUT008.fa	DM23420	49
D.mel.JUT008.fa	ROXELEMENT	49
D.mel.JUT008.fa	BLOOD	49
D.mel.JUT008.fa	PPI251	28
D.mel.JUT008.fa	JUAN	49
D.mel.JUT008.fa	Beagle	49
D.mel.JUT008.fa	HOPPER2	49
D.mel.JUT008.fa	McCLINTOCK	49
D.mel.JUT008.fa	DMTHB1	49
D.mel.JUT008.fa	DME9736	49
D.mel.JUT008.fa	INVADER2	49
D.mel.JUT008.fa	DMBLPP	49
D.mel.JUT008.fa	Beagle2	49
D.mel.JUT008.fa	DMIS297	49
D.mel.JUT008.fa	DMGYPF1A	49
D.mel.JUT008.fa	GYPSY9	25
D.mel.JUT008.fa	TRANSIB1	49
D.mel.JUT008.fa	G3	48
D.mel.JUT008.fa	TRANSIB2	49
D.mel.JUT008.fa	R1-2	49
D.mel.JUT008.fa	INVADER4	49
D.mel.JUT008.fa	RT1C	49
D.mel.JUT008.fa	S2	49
D.mel.JUT008.fa	G5A	49
D.mel.JUT008.fa	DME278684	49
D.mel.JUT008.fa	RT1B	49
D.mel.JUT008.fa	HEL	49
D.mel.JUT008.fa	TRANSIB4	49
D.mel.JUT008.fa	G2	49
D.mel.JUT008.fa	GYPSY2	48
D.mel.JUT008.fa	DMTOM1_LTR	49
D.mel.JUT008.fa	DME487856	49
D.mel.JUT008.fa	BS3	49
D.mel.JUT008.fa	FW3	49
D.mel.JUT008.fa	1360	49
D.mel.JUT008.fa	DMCR1A	49
D.mel.JUT008.fa	GYPSY4	49
D.mel.JUT008.fa	DOC3	49
D.mel.JUT008.fa	DOC4	49
D.mel.JUT008.fa	GYPSY11	48
D.mel.JUT008.fa	OSV	49
D.mel.JUT008.fa	G4_DM	49
D.mel.JUT008.fa	FW2	49
D.mel.JUT008.fa	BS4	49
D.mel.JUT008.fa	DM33463	49
D.mel.JUT008.fa	TC3	49
D.mel.JUT008.fa	GYPSY5	45
D.mel.JUT008.fa	STALKER2	49
D.mel.JUT008.fa	Tinker	49
D.mel.JUT008.fa	DMIFACA	49
D.mel.JUT008.fa	IVK	49
D.mel.JUT008.fa	DMMDG3	49
D.mel.JUT008.fa	F	49
D.mel.JUT008.fa	DM_ROO	49
D.mel.JUT008.fa	DMRTMGD1	49
D.mel.JUT008.fa	STALKER	47
D.mel.JUT008.fa	DMLINEJA	49
D.mel.JUT008.fa	INE1	49
D.mel.JUT008.fa	TC1-2	49
D.mel.JUT008.fa	AF541951	49
D.mel.JUT008.fa	JOCKEY2	49
D.mel.JUT008.fa	TARTC	35
D.mel.JUT008.fa	DMRER2DM	49
D.mel.JUT008.fa	DMRER1DM	49
D.mel.JUT011.fa	412	49
D.mel.JUT011.fa	TABOR	49
D.mel.JUT011.fa	Beagle2	49
D.mel.JUT011.fa	STALKER3	49
D.mel.JUT011.fa	DMTRDNA	49
D.mel.JUT011.fa	INVADER5	48
D.mel.JUT011.fa	TRANSIB3	49
D.mel.JUT011.fa	TC1	49
D.mel.JUT011.fa	DM88	49
D.mel.JUT011.fa	BAGGINS	49
D.mel.JUT011.fa	HELITRON1_DM	49
D.mel.JUT011.fa	DMRER2DM	49
D.mel.JUT011.fa	Beagle	49
D.mel.JUT011.fa	DMAURA	49
D.mel.JUT011.fa	CIRC	49
D.mel.JUT011.fa	DMREPG	49
D.mel.JUT011.fa	INVADER3	49
D.mel.JUT011.fa	DME010298	49
D.mel.JUT011.fa	STALKER	47
D.mel.JUT011.fa	DMBARI1	49
D.mel.JUT011.fa	DME9736	49
D.mel.JUT011.fa	DMW1DOC	49
D.mel.JUT011.fa	DMBLPP	49
D.mel.JUT011.fa	DMU89994	49
D.mel.JUT011.fa	JUAN	49
D.mel.JUT011.fa	F	49
D.mel.JUT011.fa	DMRTMGD1	49
D.mel.JUT011.fa	DMHFL1	41
D.mel.JUT011.fa	DMIS176	49
D.mel.JUT011.fa	BLOOD	49
D.mel.JUT011.fa	1360	49
D.mel.JUT011.fa	DMIFACA	49
D.mel.JUT011.fa	IVK	49
D.mel.JUT011.fa	MARINER2	49
D.mel.JUT011.fa	DMGYPF1A	49
D.mel.JUT011.fa	DOC5	49
D.mel.JUT011.fa	Q	5
D.mel.JUT011.fa	DMZAM	47
D.mel.JUT011.fa	DMTN1731	49
D.mel.JUT011.fa	BS	49
D.mel.JUT011.fa	GTWIN	49
D.mel.JUT011.fa	GYPSY4	49
D.mel.JUT011.fa	GYPSY5	45
D.mel.JUT011.fa	GYPSY6	49
D.mel.JUT011.fa	DIVER2	49
D.mel.JUT011.fa	GYPSY8	42
D.mel.JUT011.fa	GYPSY7	48
D.mel.JUT011.fa	G7	48
D.mel.JUT011.fa	GYPSY10	49
D.mel.JUT011.fa	QBERT	48
D.mel.JUT011.fa	INVADER	49
D.mel.JUT011.fa	GYPSY3	47
D.mel.JUT011.fa	GYPSY12	49
D.mel.JUT011.fa	INVADER6	49
D.mel.JUT011.fa	LOOPER1_DM	48
D.mel.JUT011.fa	TRANSIB2	49
D.mel.JUT011.fa	DM23420	49
D.mel.JUT011.fa	DMLINEJA	49
D.mel.JUT011.fa	OPUS	49
D.mel.JUT011.fa	DME487856	49
D.mel.JUT011.fa	DMMDG3	49
D.mel.JUT011.fa	QUASIMODO	49
D.mel.JUT011.fa	DM_ROO	49
D.mel.JUT011.fa	Tinker	49
D.mel.JUT011.fa	DMIS297	49
D.mel.JUT011.fa	DM14101	28
D.mel.JUT011.fa	AY561850	33
D.mel.JUT011.fa	PPI251	28
D.mel.JUT011.fa	DMCOPIA	49
D.mel.JUT011.fa	AF222049	49
D.mel.JUT011.fa	TIRANT	42
D.mel.JUT011.fa	DM33463	49
D.mel.JUT011.fa	HOPPER2	49
D.mel.JUT011.fa	HEL	49
D.mel.JUT011.fa	INVADER2	49
D.mel.JUT011.fa	DMTHB1	49
D.mel.JUT011.fa	ACCORD	49
D.mel.JUT011.fa	G6_DM	49
D.mel.JUT011.fa	TRANSIB1	49
D.mel.JUT011.fa	G3	48
D.mel.JUT011.fa	R1-2	49
D.mel.JUT011.fa	FROGGER	49
D.mel.JUT011.fa	INVADER4	49
D.mel.JUT011.fa	RT1C	49
D.mel.JUT011.fa	S2	49
D.mel.JUT011.fa	G5A	49
D.mel.JUT011.fa	ROXELEMENT	49
D.mel.JUT011.fa	STALKER4	49
D.mel.JUT011.fa	GYPSY2	48
D.mel.JUT011.fa	DOC2	49
D.mel.JUT011.fa	DMRER1DM	49
D.mel.JUT011.fa	DMTOM1_LTR	49
D.mel.JUT011.fa	GYPSY9	25
D.mel.JUT011.fa	BS3	49
D.mel.JUT011.fa	FW3	49
D.mel.JUT011.fa	DMCR1A	49
D.mel.JUT011.fa	G2	49
D.mel.JUT011.fa	TRANSIB4	49
D.mel.JUT011.fa	DMPOGOR11	49
D.mel.JUT011.fa	DOC3	49
D.mel.JUT011.fa	DOC4	49
D.mel.JUT011.fa	GYPSY11	48
D.mel.JUT011.fa	OSV	49
D.mel.JUT011.fa	ROOA_LTR	48
D.mel.JUT011.fa	G4_DM	49
D.mel.JUT011.fa	McCLINTOCK	49
D.mel.JUT011.fa	FW2	49
D.mel.JUT011.fa	BS4	49
D.mel.JUT011.fa	TC3	49
D.mel.JUT011.fa	G5_DM	49
D.mel.JUT011.fa	DMDM11	49
D.mel.JUT011.fa	DMTNFB	49
D.mel.JUT011.fa	ROVER	49
D.mel.JUT011.fa	STALKER2	49
D.mel.JUT011.fa	RT1B	49
D.mel.JUT011.fa	FB	13
D.mel.JUT011.fa	DME278684	49
D.mel.JUT011.fa	SPRINGER	49
D.mel.JUT011.fa	INE1	49
D.mel.JUT011.fa	TC1-2	49
D.mel.JUT011.fa	AF541951	49
D.mel.JUT011.fa	JOCKEY2	49
D.mel.JUT011.fa	TARTC	35
D.mel.JUT011.fa	TAHRE	49
D.mel.JUT011.fa	DM06920	49
D.mel.KIE094.fa	DM06920	49
D.mel.KIE094.fa	AY561850	33
D.mel.KIE094.fa	DM14101	28
D.mel.KIE094.fa	TAHRE	49
D.mel.KIE094.fa	DMMDG3	49
D.mel.KIE094.fa	SPRINGER	49
D.mel.KIE094.fa	DMRTMGD1	49
D.mel.KIE094.fa	DMBARI1	49
D.mel.KIE094.fa	STALKER2	49
D.mel.KIE094.fa	TABOR	49
D.mel.KIE094.fa	DMIS176	49
D.mel.KIE094.fa	ACCORD	49
D.mel.KIE094.fa	INVADER5	48
D.mel.KIE094.fa	TRANSIB3	49
D.mel.KIE094.fa	TC1	49
D.mel.KIE094.fa	DM88	49
D.mel.KIE094.fa	BAGGINS	49
D.mel.KIE094.fa	HELITRON1_DM	49
D.mel.KIE094.fa	DMRER1DM	49
D.mel.KIE094.fa	Beagle	49
D.mel.KIE094.fa	DMAURA	49
D.mel.KIE094.fa	INVADER	49
D.mel.KIE094.fa	CIRC	49
D.mel.KIE094.fa	DMDM11	49
D.mel.KIE094.fa	DMREPG	49
D.mel.KIE094.fa	DME010298	49
D.mel.KIE094.fa	STALKER3	49
D.mel.KIE094.fa	GYPSY6	49
D.mel.KIE094.fa	PPI251	28
D.mel.KIE094.fa	STALKER	47
D.mel.KIE094.fa	1360	49
D.mel.KIE094.fa	DMPOGOR11	49
D.mel.KIE094.fa	GTWIN	49
D.mel.KIE094.fa	DMGYPF1A	49
D.mel.KIE094.fa	G2	49
D.mel.KIE094.fa	MARINER2	49
D.mel.KIE094.fa	FROGGER	49
D.mel.KIE094.fa	G6_DM	49
D.mel.KIE094.fa	DOC5	49
D.mel.KIE094.fa	GYPSY9	25
D.mel.KIE094.fa	Q	5
D.mel.KIE094.fa	412	49
D.mel.KIE094.fa	INVADER3	49
D.mel.KIE094.fa	DIVER2	49
D.mel.KIE094.fa	FW3	49
D.mel.KIE094.fa	GYPSY8	42
D.mel.KIE094.fa	GYPSY7	48
D.mel.KIE094.fa	G7	48
D.mel.KIE094.fa	GYPSY10	49
D.mel.KIE094.fa	QBERT	48
D.mel.KIE094.fa	DME487856	49
D.mel.KIE094.fa	GYPSY3	47
D.mel.KIE094.fa	GYPSY5	45
D.mel.KIE094.fa	GYPSY12	49
D.mel.KIE094.fa	ROOA_LTR	48
D.mel.KIE094.fa	INVADER6	49
D.mel.KIE094.fa	LOOPER1_DM	48
D.mel.KIE094.fa	TRANSIB2	49
D.mel.KIE094.fa	DM23420	49
D.mel.KIE094.fa	BLOOD	49
D.mel.KIE094.fa	F	49
D.mel.KIE094.fa	RT1B	49
D.mel.KIE094.fa	DM_ROO	49
D.mel.KIE094.fa	DMHFL1	41
D.mel.KIE094.fa	DMU89994	49
D.mel.KIE094.fa	DMCOPIA	49
D.mel.KIE094.fa	DMW1DOC	49
D.mel.KIE094.fa	DMLINEJA	49
D.mel.KIE094.fa	AF222049	49
D.mel.KIE094.fa	DMTNFB	49
D.mel.KIE094.fa	HOPPER2	49
D.mel.KIE094.fa	DMIFACA	49
D.mel.KIE094.fa	FB	13
D.mel.KIE094.fa	ROVER	49
D.mel.KIE094.fa	McCLINTOCK	49
D.mel.KIE094.fa	TIRANT	42
D.mel.KIE094.fa	JUAN	49
D.mel.KIE094.fa	DMTHB1	49
D.mel.KIE094.fa	TRANSIB1	49
D.mel.KIE094.fa	G3	48
D.mel.KIE094.fa	R1-2	49
D.mel.KIE094.fa	TARTC	35
D.mel.KIE094.fa	Beagle2	49
D.mel.KIE094.fa	INVADER4	49
D.mel.KIE094.fa	S2	49
D.mel.KIE094.fa	G5A	49
D.mel.KIE094.fa	HEL	49
D.mel.KIE094.fa	ROXELEMENT	49
D.mel.KIE094.fa	DMTN1731	49
D.mel.KIE094.fa	TRANSIB4	49
D.mel.KIE094.fa	GYPSY4	49
D.mel.KIE094.fa	GYPSY2	48
D.mel.KIE094.fa	DOC2	49
D.mel.KIE094.fa	DMTOM1_LTR	49
D.mel.KIE094.fa	BS3	49
D.mel.KIE094.fa	RT1C	49
D.mel.KIE094.fa	DMCR1A	49
D.mel.KIE094.fa	DOC3	49
D.mel.KIE094.fa	DOC4	49
D.mel.KIE094.fa	GYPSY11	48
D.mel.KIE094.fa	INVADER2	49
D.mel.KIE094.fa	OSV	49
D.mel.KIE094.fa	G4_DM	49
D.mel.KIE094.fa	DMZAM	47
D.mel.KIE094.fa	OPUS	49
D.mel.KIE094.fa	DME278684	49
D.mel.KIE094.fa	FW2	49
D.mel.KIE094.fa	BS4	49
D.mel.KIE094.fa	DM33463	49
D.mel.KIE094.fa	TC3	49
D.mel.KIE094.fa	G5_DM	49
D.mel.KIE094.fa	DME9736	49
D.mel.KIE094.fa	STALKER4	49
D.mel.KIE094.fa	BS	49
D.mel.KIE094.fa	DMIS297	49
D.mel.KIE094.fa	QUASIMODO	49
D.mel.KIE094.fa	IVK	49
D.mel.KIE094.fa	DMTRDNA	49
D.mel.KIE094.fa	DMBLPP	49
D.mel.KIE094.fa	Tinker	49
D.mel.KIE094.fa	INE1	49
D.mel.KIE094.fa	TC1-2	49
D.mel.KIE094.fa	AF541951	49
D.mel.KIE094.fa	JOCKEY2	49
D.mel.KIE094.fa	DMRER2DM	49
D.mel.LUN004.fa	AY561850	33
D.mel.LUN004.fa	DMCOPIA	49
D.mel.LUN004.fa	DMLINEJA	49
D.mel.LUN004.fa	DMTRDNA	49
D.mel.LUN004.fa	DME278684	49
D.mel.LUN004.fa	DMGYPF1A	49
D.mel.LUN004.fa	STALKER4	49
D.mel.LUN004.fa	STALKER3	49
D.mel.LUN004.fa	GYPSY5	45
D.mel.LUN004.fa	INVADER5	48
D.mel.LUN004.fa	TRANSIB3	49
D.mel.LUN004.fa	TC1	49
D.mel.LUN004.fa	MARINER2	49
D.mel.LUN004.fa	DM88	49
D.mel.LUN004.fa	BAGGINS	49
D.mel.LUN004.fa	HELITRON1_DM	49
D.mel.LUN004.fa	DMIS297	49
D.mel.LUN004.fa	DMRER1DM	49
D.mel.LUN004.fa	DME010298	49
D.mel.LUN004.fa	DMAURA	49
D.mel.LUN004.fa	INVADER	49
D.mel.LUN004.fa	CIRC	49
D.mel.LUN004.fa	DMDM11	49
D.mel.LUN004.fa	DMREPG	49
D.mel.LUN004.fa	DMIFACA	49
D.mel.LUN004.fa	SPRINGER	49
D.mel.LUN004.fa	TIRANT	42
D.mel.LUN004.fa	BS	49
D.mel.LUN004.fa	F	49
D.mel.LUN004.fa	Beagle2	49
D.mel.LUN004.fa	INVADER3	49
D.mel.LUN004.fa	GTWIN	49
D.mel.LUN004.fa	ACCORD	49
D.mel.LUN004.fa	TRANSIB4	49
D.mel.LUN004.fa	G2	49
D.mel.LUN004.fa	GYPSY6	49
D.mel.LUN004.fa	DIVER2	49
D.mel.LUN004.fa	FW3	49
D.mel.LUN004.fa	DOC2	49
D.mel.LUN004.fa	GYPSY8	42
D.mel.LUN004.fa	GYPSY7	48
D.mel.LUN004.fa	G7	48
D.mel.LUN004.fa	DOC5	49
D.mel.LUN004.fa	DMBLPP	49
D.mel.LUN004.fa	GYPSY10	49
D.mel.LUN004.fa	QBERT	48
D.mel.LUN004.fa	GYPSY3	47
D.mel.LUN004.fa	GYPSY12	49
D.mel.LUN004.fa	INVADER6	49
D.mel.LUN004.fa	DM33463	49
D.mel.LUN004.fa	DMBARI1	49
D.mel.LUN004.fa	LOOPER1_DM	48
D.mel.LUN004.fa	TRANSIB2	49
D.mel.LUN004.fa	G6_DM	49
D.mel.LUN004.fa	DMPOGOR11	49
D.mel.LUN004.fa	DMMDG3	49
D.mel.LUN004.fa	DM_ROO	49
D.mel.LUN004.fa	FB	13
D.mel.LUN004.fa	DM23420	49
D.mel.LUN004.fa	IVK	49
D.mel.LUN004.fa	BLOOD	49
D.mel.LUN004.fa	DMHFL1	41
D.mel.LUN004.fa	OPUS	49
D.mel.LUN004.fa	QUASIMODO	49
D.mel.LUN004.fa	412	49
D.mel.LUN004.fa	DMZAM	47
D.mel.LUN004.fa	PPI251	28
D.mel.LUN004.fa	HOPPER2	49
D.mel.LUN004.fa	AF222049	49
D.mel.LUN004.fa	DMTNFB	49
D.mel.LUN004.fa	DMTHB1	49
D.mel.LUN004.fa	HEL	49
D.mel.LUN004.fa	INVADER2	49
D.mel.LUN004.fa	DMCR1A	49
D.mel.LUN004.fa	TRANSIB1	49
D.mel.LUN004.fa	G3	48
D.mel.LUN004.fa	R1-2	49
D.mel.LUN004.fa	DMTN1731	49
D.mel.LUN004.fa	FROGGER	49
D.mel.LUN004.fa	RT1C	49
D.mel.LUN004.fa	S2	49
D.mel.LUN004.fa	G5A	49
D.mel.LUN004.fa	INVADER4	49
D.mel.LUN004.fa	Q	5
D.mel.LUN004.fa	GYPSY2	48
D.mel.LUN004.fa	DMIS176	49
D.mel.LUN004.fa	GYPSY4	49
D.mel.LUN004.fa	DMTOM1_LTR	49
D.mel.LUN004.fa	GYPSY9	25
D.mel.LUN004.fa	BS3	49
D.mel.LUN004.fa	1360	49
D.mel.LUN004.fa	DOC3	49
D.mel.LUN004.fa	McCLINTOCK	49
D.mel.LUN004.fa	DOC4	49
D.mel.LUN004.fa	GYPSY11	48
D.mel.LUN004.fa	OSV	49
D.mel.LUN004.fa	ROOA_LTR	48
D.mel.LUN004.fa	G4_DM	49
D.mel.LUN004.fa	FW2	49
D.mel.LUN004.fa	BS4	49
D.mel.LUN004.fa	TC3	49
D.mel.LUN004.fa	G5_DM	49
D.mel.LUN004.fa	STALKER2	49
D.mel.LUN004.fa	DMRTMGD1	49
D.mel.LUN004.fa	DME487856	49
D.mel.LUN004.fa	ROVER	49
D.mel.LUN004.fa	DME9736	49
D.mel.LUN004.fa	TABOR	49
D.mel.LUN004.fa	JUAN	49
D.mel.LUN004.fa	ROXELEMENT	49
D.mel.LUN004.fa	RT1B	49
D.mel.LUN004.fa	Beagle	49
D.mel.LUN004.fa	Tinker	49
D.mel.LUN004.fa	DMW1DOC	49
D.mel.LUN004.fa	INE1	49
D.mel.LUN004.fa	TC1-2	49
D.mel.LUN004.fa	AF541951	49
D.mel.LUN004.fa	JOCKEY2	49
D.mel.LUN004.fa	DM14101	28
D.mel.LUN004.fa	TAHRE	49
D.mel.LUN004.fa	DM06920	49
D.mel.LUN004.fa	TARTC	35
D.mel.LUN004.fa	STALKER	47
D.mel.LUN004.fa	DMU89994	49
D.mel.LUN004.fa	DMRER2DM	49
D.mel.LUN007.fa	DM06920	49
D.mel.LUN007.fa	AY561850	33
D.mel.LUN007.fa	DMCOPIA	49
D.mel.LUN007.fa	412	49
D.mel.LUN007.fa	GYPSY5	45
D.mel.LUN007.fa	DMTRDNA	49
D.mel.LUN007.fa	DMGYPF1A	49
D.mel.LUN007.fa	DM23420	49
D.mel.LUN007.fa	GTWIN	49
D.mel.LUN007.fa	STALKER3	49
D.mel.LUN007.fa	Beagle2	49
D.mel.LUN007.fa	INVADER5	48
D.mel.LUN007.fa	STALKER2	49
D.mel.LUN007.fa	TRANSIB3	49
D.mel.LUN007.fa	TC1	49
D.mel.LUN007.fa	MARINER2	49
D.mel.LUN007.fa	BAGGINS	49
D.mel.LUN007.fa	HELITRON1_DM	49
D.mel.LUN007.fa	DMRER2DM	49
D.mel.LUN007.fa	DMRER1DM	49
D.mel.LUN007.fa	DMAURA	49
D.mel.LUN007.fa	CIRC	49
D.mel.LUN007.fa	DMREPG	49
D.mel.LUN007.fa	DME010298	49
D.mel.LUN007.fa	DMLINEJA	49
D.mel.LUN007.fa	ROVER	49
D.mel.LUN007.fa	DMIFACA	49
D.mel.LUN007.fa	FROGGER	49
D.mel.LUN007.fa	DMBARI1	49
D.mel.LUN007.fa	Tinker	49
D.mel.LUN007.fa	ACCORD	49
D.mel.LUN007.fa	GYPSY9	25
D.mel.LUN007.fa	Q	5
D.mel.LUN007.fa	INVADER3	49
D.mel.LUN007.fa	DMIS176	49
D.mel.LUN007.fa	DMZAM	47
D.mel.LUN007.fa	TABOR	49
D.mel.LUN007.fa	GYPSY4	49
D.mel.LUN007.fa	INVADER2	49
D.mel.LUN007.fa	DIVER2	49
D.mel.LUN007.fa	DOC2	49
D.mel.LUN007.fa	GYPSY8	42
D.mel.LUN007.fa	ROXELEMENT	49
D.mel.LUN007.fa	GYPSY7	48
D.mel.LUN007.fa	G7	48
D.mel.LUN007.fa	GYPSY10	49
D.mel.LUN007.fa	QBERT	48
D.mel.LUN007.fa	GYPSY3	47
D.mel.LUN007.fa	FB	13
D.mel.LUN007.fa	GYPSY12	49
D.mel.LUN007.fa	ROOA_LTR	48
D.mel.LUN007.fa	INVADER	49
D.mel.LUN007.fa	INVADER6	49
D.mel.LUN007.fa	STALKER4	49
D.mel.LUN007.fa	LOOPER1_DM	48
D.mel.LUN007.fa	AF222049	49
D.mel.LUN007.fa	DMTNFB	49
D.mel.LUN007.fa	DMU89994	49
D.mel.LUN007.fa	TIRANT	42
D.mel.LUN007.fa	DMW1DOC	49
D.mel.LUN007.fa	BS	49
D.mel.LUN007.fa	QUASIMODO	49
D.mel.LUN007.fa	DMTOM1_LTR	49
D.mel.LUN007.fa	SPRINGER	49
D.mel.LUN007.fa	TAHRE	49
D.mel.LUN007.fa	TARTC	35
D.mel.LUN007.fa	OPUS	49
D.mel.LUN007.fa	JUAN	49
D.mel.LUN007.fa	DMRTMGD1	49
D.mel.LUN007.fa	IVK	49
D.mel.LUN007.fa	DMBLPP	49
D.mel.LUN007.fa	DMIS297	49
D.mel.LUN007.fa	DM_ROO	49
D.mel.LUN007.fa	HOPPER2	49
D.mel.LUN007.fa	DME9736	49
D.mel.LUN007.fa	DMMDG3	49
D.mel.LUN007.fa	RT1B	49
D.mel.LUN007.fa	GYPSY6	49
D.mel.LUN007.fa	HEL	49
D.mel.LUN007.fa	G6_DM	49
D.mel.LUN007.fa	DOC5	49
D.mel.LUN007.fa	TRANSIB2	49
D.mel.LUN007.fa	TRANSIB1	49
D.mel.LUN007.fa	G3	48
D.mel.LUN007.fa	R1-2	49
D.mel.LUN007.fa	DMTN1731	49
D.mel.LUN007.fa	STALKER	47
D.mel.LUN007.fa	INVADER4	49
D.mel.LUN007.fa	RT1C	49
D.mel.LUN007.fa	S2	49
D.mel.LUN007.fa	G5A	49
D.mel.LUN007.fa	DME487856	49
D.mel.LUN007.fa	GYPSY2	48
D.mel.LUN007.fa	TRANSIB4	49
D.mel.LUN007.fa	G2	49
D.mel.LUN007.fa	BS3	49
D.mel.LUN007.fa	FW3	49
D.mel.LUN007.fa	DMCR1A	49
D.mel.LUN007.fa	DOC3	49
D.mel.LUN007.fa	DOC4	49
D.mel.LUN007.fa	GYPSY11	48
D.mel.LUN007.fa	OSV	49
D.mel.LUN007.fa	G4_DM	49
D.mel.LUN007.fa	FW2	49
D.mel.LUN007.fa	BS4	49
D.mel.LUN007.fa	DM33463	49
D.mel.LUN007.fa	TC3	49
D.mel.LUN007.fa	G5_DM	49
D.mel.LUN007.fa	F	49
D.mel.LUN007.fa	DMDM11	49
D.mel.LUN007.fa	DME278684	49
D.mel.LUN007.fa	DMHFL1	41
D.mel.LUN007.fa	PPI251	28
D.mel.LUN007.fa	DMPOGOR11	49
D.mel.LUN007.fa	Beagle	49
D.mel.LUN007.fa	BLOOD	49
D.mel.LUN007.fa	DMTHB1	49
D.mel.LUN007.fa	McCLINTOCK	49
D.mel.LUN007.fa	INE1	49
D.mel.LUN007.fa	TC1-2	49
D.mel.LUN007.fa	AF541951	49
D.mel.LUN007.fa	JOCKEY2	49
D.mel.LUN007.fa	DM14101	28
D.mel.LUN007.fa	1360	49
D.mel.LUN007.fa	DM88	49
D.mel.MUN008.fa	AY561850	33
D.mel.MUN008.fa	TARTC	35
D.mel.MUN008.fa	DM06920	49
D.mel.MUN008.fa	TAHRE	49
D.mel.MUN008.fa	DM14101	28
D.mel.MUN008.fa	HELITRON1_DM	49
D.mel.MUN008.fa	DMTNFB	49
D.mel.MUN008.fa	DMMDG3	49
D.mel.MUN008.fa	GYPSY5	45
D.mel.MUN008.fa	Beagle2	49
